episode,maze_seed,total_reward,steps,success,death,correct_kills,wrong_weapon_count,hit_wall_count,epsilon
392,92,58,52,True,False,2,0,0,0.13946676683816583
393,93,-662,500,False,False,1,0,11,0.138769433003975
394,94,86,24,True,False,1,0,0,0.13807558583895513
395,95,-6,92,True,False,2,0,4,0.13738520790976036
396,96,-122,178,True,False,1,0,2,0.13669828187021155
397,97,43,50,True,False,1,0,1,0.13601479046086049
398,98,41,54,True,False,1,0,1,0.1353347165085562
399,99,82,40,True,False,2,0,0,0.1346580429260134
400,0,114,19,True,False,3,0,0,0.13398475271138335
401,1,53,63,True,False,3,0,1,0.13331482894782642
402,2,100,20,True,False,2,0,0,0.13264825480308728
403,3,84,25,True,False,1,0,0,0.13198501352907185
404,4,94,27,True,False,2,0,0,0.1313250884614265
405,5,46,52,True,False,2,3,1,0.13066846301911936
406,6,110,24,True,False,3,0,0,0.13001512070402377
407,7,-293,289,True,False,1,0,7,0.12936504510050365
408,8,100,21,True,False,2,0,0,0.12871821987500112
409,9,70,39,True,False,2,0,2,0.12807462877562611
410,10,100,30,True,False,3,0,0,0.12743425563174798
411,11,76,51,True,False,3,0,0,0.12679708435358925
412,12,-428,483,True,False,3,0,6,0.1261630989318213
413,13,79,29,True,False,1,0,1,0.1255322834371622
414,14,92,26,True,False,2,0,0,0.12490462201997637
415,15,0,103,True,False,3,0,2,0.1242800989098765
416,16,-103,50,False,True,1,0,0,0.12365869841532712
417,17,100,12,True,False,1,0,0,0.12304040492325048
418,18,92,37,True,False,3,0,0,0.12242520289863423
419,19,114,20,True,False,3,0,0,0.12181307688414106
420,20,106,28,True,False,3,0,0,0.12120401149972035
421,21,112,22,True,False,3,0,0,0.12059799144222175
422,22,-88,179,True,False,2,0,0,0.11999500148501063
423,23,72,56,True,False,3,0,0,0.11939502647758558
424,24,108,23,True,False,3,0,0,0.11879805134519765
425,25,78,44,True,False,3,0,0,0.11820406108847166
426,26,69,45,True,False,2,0,1,0.1176130407830293
427,27,90,11,True,False,0,0,0,0.11702497557911415
428,28,94,39,True,False,3,0,0,0.11643985070121858
429,29,54,73,True,False,3,0,0,0.11585765144771248
430,30,106,17,True,False,2,0,0,0.11527836319047392
431,31,84,43,True,False,3,0,0,0.11470197137452155
432,32,112,22,True,False,3,0,0,0.11412846151764894
433,33,97,22,True,False,2,0,1,0.1135578192100607
434,34,92,29,True,False,2,0,0,0.11299003011401039
435,35,87,30,True,False,2,0,1,0.11242507996344034
436,36,91,27,True,False,2,1,0,0.11186295456362313
437,37,89,18,True,False,1,0,1,0.11130363979080501
438,38,88,46,True,False,3,0,0,0.11074712159185099
439,39,-52,3,False,True,0,0,0,0.11019338598389174
440,40,92,19,True,False,1,0,0,0.10964241905397228
441,41,102,30,True,False,3,0,0,0.10909420695870241
442,42,114,19,True,False,3,0,0,0.1085487359239089
443,43,90,33,True,False,2,0,0,0.10800599224428936
444,44,98,14,True,False,1,0,0,0.10746596228306791
445,45,91,17,True,False,1,0,1,0.10692863247165257
446,46,106,28,True,False,3,0,0,0.1063939893092943
447,47,118,15,True,False,3,0,0,0.10586201936274783
448,48,100,12,True,False,1,0,0,0.10533270926593409
449,49,62,60,True,False,3,0,0,0.10480604571960442
450,50,-51,13,False,True,1,0,0,0.1042820154910064
451,51,106,27,True,False,3,0,0,0.10376060541355137
452,52,102,21,True,False,2,0,0,0.1032418023864836
453,53,108,26,True,False,3,0,0,0.10272559337455119
454,54,101,28,True,False,3,0,1,0.10221196540767843
455,55,-55,6,False,True,0,0,0,0.10170090558064004
456,56,104,28,True,False,3,0,0,0.10119240105273684
457,57,102,21,True,False,2,0,0,0.10068643904747315
458,58,85,30,True,False,2,0,1,0.10018300685223579
459,59,-54,5,False,True,0,0,0,0.0996820918179746
460,60,112,22,True,False,3,0,0,0.09918368135888474
461,61,90,11,True,False,0,0,0,0.09868776295209031
462,62,-59,20,False,True,1,0,0,0.09819432413732986
463,63,98,14,True,False,1,0,0,0.09770335251664321
464,64,92,39,True,False,3,0,0,0.09721483575406
465,65,103,25,True,False,3,0,1,0.09672876157528969
466,66,112,22,True,False,3,0,0,0.09624511776741324
467,67,106,17,True,False,2,0,0,0.09576389217857617
468,68,86,15,True,False,0,0,0,0.09528507271768329
469,69,-270,326,True,False,2,0,2,0.09480864735409487
470,70,102,21,True,False,2,0,0,0.0943346041173244
471,71,59,62,True,False,3,0,1,0.09386293109673778
472,72,106,17,True,False,2,0,0,0.09339361644125409
473,73,76,44,True,False,3,0,2,0.09292664835904782
474,74,106,25,True,False,3,0,0,0.09246201511725258
475,75,100,12,True,False,1,0,0,0.09199970504166631
476,76,96,15,True,False,1,0,0,0.09153970651645797
477,77,68,41,True,False,2,1,1,0.09108200798387568
478,78,78,23,True,False,0,0,0,0.0906265979439563
479,79,88,30,True,False,2,0,0,0.09017346495423652
480,80,108,26,True,False,3,0,0,0.08972259762946533
481,81,108,15,True,False,2,0,0,0.089273984641318
482,82,108,15,True,False,2,0,0,0.0888276147181114
483,83,108,25,True,False,3,0,0,0.08838347664452084
484,84,106,28,True,False,3,0,0,0.08794155926129824
485,85,106,27,True,False,3,0,0,0.08750185146499175
486,86,108,25,True,False,3,0,0,0.08706434220766679
487,87,68,61,True,False,3,0,0,0.08662902049662846
488,88,106,16,True,False,2,0,0,0.08619587539414532
489,89,98,14,True,False,1,0,0,0.08576489601717459
490,90,96,16,True,False,1,0,0,0.08533607153708872
491,91,-529,500,False,False,2,0,5,0.08490939117940327
492,92,98,22,True,False,2,0,0,0.08448484422350626
493,93,-555,500,False,False,2,0,3,0.08406242000238873
494,94,93,15,True,False,1,0,1,0.08364210790237678
495,95,76,42,True,False,2,0,0,0.0832238973628649
496,96,96,16,True,False,1,0,0,0.08280777787605056
